date,id,topics,verified,content,updated
2018-11-18T15:05Z,34,,false,"I feel like the disproportionate amount of CS-related anxiety and distress posts warrants its own page. Like a sub-page of Dear Blueno tailored to CS students. I mean, I'm no CS student, but the CS posts (besides the admiring ones, of course) fill me with such concern that I feel like we need a platform exclusively for them to handle their expansive quantity of issues. That's not to say that other departments couldn't make use of a specific complaint/problem-based platform, too. But, damn it, I can't go five posts (whether in the old BBA, the new one, or even this new page) without seeing something CS-related and I'm just like, """"OMG what is up with this department? Why are so many students complaining and their complaints seemingly not addressed? Because if they were, they'd stop being so frequent on the single most popular FB page among Brown students. This clearly isn't a Brown thing, or even a STEM thing. It's a CS thing, and it needs to stop."""" I'm sure the apparent volume of the CS department's problems are partially a consequence of the sheer size of the department, and I already know there's a group of students dedicated to improving the overall atmosphere of the department (I'm not very familiar with your work, as I don't do CS, but I'm sure it's great--the fact that you exist is a step in the right direction). But seriously, can we just take a minute to talk about this, and why it keeps happening with seemingly no loss of momentum? I know APMA has this problem, too, but its usually just 1650. There are plenty of ways to deal with a mess as isolated as a single course. But CS isn't just a single course; just to name some problematic courses off the top of my head, I've seen an abundance of posts complaining about 15, 17, and 33. And, perhaps, I have no right bringing light to an issue I have no business dealing with, but I believe my position as an outsider speaks to the fact that this problem (or series of problems) is too large to be confined to the common knowledge of a single department). 
Of course, the above sentiment should be taken with a grain of salt, as I'm assuming every post is written by a distinct person, when it could just be the same handful of people complaining about different but related things (one of the downsides of anonymous platforms like this one is that you can't use them to gauge the extent or popularity of an issue, and so """"objects in the mirror are closer than they appear""""). However, I still believe talking about the dysfunctional nature of one department has its merits. And it's not something only """"CS-students"""" should have to deal with, but something all students who've had any experiences with or within the CS department should be involving themselves in. Why leave it a CS-community issue? Why not promote it to a Brown-community issue? After all, isn't looking out for one other something Brown students are particularly known for?",
2018-11-18T15:07Z,35,,false,"Low-key this will hardly be anonymous for anyone who knows me, but... I decided VERY recently to take next semester off to get new perspectives on my education from being out in the Real World, and to put some good into the world. 

Any advice from people who have taken a semester off? I know this is what's right for me but that doesn't change the fact that it's a terrifying dive into the unknown; I'm declaring leave without a job/internship set up, and I'm planning to travel far away during my time off. Anybody have success getting last minute spring semester internships? Anyone taken a gap semester far from Brown and have perspective on what it's like on a personal level leaving Brown in the middle of your education? Anyone know any truly good non-profits that would take me for a semester where I can really help people?",
2018-11-18T19:40Z,36,,false,"soooo liiiike does biromantic count as queer? what about panromantic? is that even a thing? --- girl who calls herself ""mostly straight"" but doesn't really know if that's true bc lots of ppl are pretty and cool and have v kissable mouths",
2018-11-18T19:40Z,37,,false,Anyone have practical advice on the best ways to destress from school?,
2018-11-18T19:41Z,38,,false,Sorry to the people who’s suite I puked in at the champagne frat... I will come clean today if you guys want?,
2018-11-18T19:41Z,39,,false,I’m so frustrated with him for breaking up with me. I’m so angry at him for not giving us a real chance when we both clearly like each other.,
2018-11-18T19:41Z,40,,false,I want to get involved in hookup culture but I don’t know how,
2018-11-18T19:41Z,41,,false,"I am so sexually frustrated right now. I've been trying to exercise it off, distract myself by focusing on work... but I can't. I need hands on me.",
2018-11-18T19:42Z,42,,false,"i don't like to say this, because it sounds so bad, but I really don't like it when my friends tell me about their emotional problems because I never know what to say. I try to be reassuring of course, and it's not like I can't relate to having emotional problems because I tell them mine all the time. But I just feel like I never have the right words to say to make them feel better. It doesn't feel good.",
2018-11-18T19:42Z,43,,false,"Dear Blueno, why do I have a third roommate when I didn’t sign up for it, excuse me what the fuck?!",
2018-11-18T19:43Z,44,,false,How can I get ratty to have unsweetened soy milk. Their vanilla soy milk is WAY too sweet,
2018-11-18T19:43Z,45,,false,"@34 - I honestly don’t think there’s anything wrong with CS at brown. The department does a tremendous amount to make students feel welcome and supported, the professors are readily accessible, and the ta program provides an abundant amount of help. Also the courses are all just designed really well in general and by and large students are probably more engaged here than at most other university CS programs. The posts complaining about CS aren’t really complaining about the nature of the department, in my opinion (although things can always be tweaked for improvement) - they’re just reflections of the fact that CS is freaking hard and that sometimes, even with all the support in the world, you’re just going to have to struggle through an assignment. That’s why it can help to commisserate a bit through BBA and just relate to the fact that other kids struggle sometimes too.",
2018-11-18T22:24Z,46,,false,"@34 Share your CS experiences here:
https://docs.google.com/forms/d/1VuW8OeiAKuscppIu4Ig-bQskpPoMUZDJjlekrsNBkFw",2018-11-18T22:24Z
2018-11-18T22:24Z,47,,false,"Shoutout to all my homies on campus who feel like they've been wasting their time in college because they've been here for X years and somehow failed to make any meaningful relationships, achieve anything to be proud of, or experience any part of that 'college life' you totally thought was going to happen. 
Here's to the squad.",
2018-11-18T22:24Z,48,,false,"I’ve been seeing a lot of posts both criticizing and defending the CS department. Everyone’s experience and their struggles are valid. Yes, waiting for 5+ hours in line even though you signed up early is terrible. Waiting for hours and hours every day only to be seen 15ish minutes, not being able to go far from the CIT, or constantly having to check the lines to see how many people are before you are all stressful. It’s also completely understandable for you to feel a lack of support. I feel it every day, especially when I’m stuck and can’t do anything about it, because I know Googling will not get me anywhere and talking to other students in the class can be like walking on a landmine because of the collaboration policy. It’s also frustrating when you see other students very obviously breaking the collaboration policy but get away with it. Either way, the list goes on. The tasks are difficult and the working conditions are stressful. That being said, I just want to say that blame shouldn’t be placed on either yourself or the CS department. It’s unfair to allocate all your blame on one or the other. I know it’s difficult, but I know you’ll get through it. If you’ve don’t, that’s also okay! There are countless people from both sides who can tell you that it’ll be fine in the end. Good luck to everyone who’s going through these struggles. We’re almost there!",
2018-11-18T22:25Z,49,,false,"Yo can people stop congregating near the windows on the 13th floor of the scili, when theres people sitting and working. ITS REALLY FUCKING DISTRACTING. (as if the gorgeous view wasnt a distraction enough, I dont need a bunch of people around me)",
2018-11-18T22:25Z,50,,false,"Dear Blueno, I really want to move out and I feel so trapped in my own room. I feel like given everything Brown stands for, it should not be forcing you to stay in a situation you are clearly uncomfortable with. I really wish there was an easier process to just get out of it. I don’t want to talk to my roommate anymore and I am so very scared of them. I feel so helpless and angry and I don't know what to do. This has been the worst semester of my time at Brown and I don’t even know what mental health is anymore.",
2018-11-18T22:57Z,51,,false,Why did this get split off from the admirations exactly? A clear majority voted for non-admiration content on Blueno Bears Admirers.,
2018-11-18T22:58Z,52,,false,I'm feeling a little lost. Who can I speak to about independent concentration?,
2018-11-18T22:58Z,53,,false,"Being pre-med is really hard :( Orgo II is kicking my butt, and compounded with all the other classes I'm taking it's all too much. Tbh just thinking of quitting... any advice?",
2018-11-18T22:58Z,54,,false,Is it socially acceptable for a 21yo to hook up with a 18yo? Asking for a friend whos finna scramble,
2018-11-18T22:59Z,55,,false,thank you shell 2 for ripping out my intestines and feeding them to me,
2018-11-18T22:59Z,56,,false,"Y’all really singing “you belong with me” and “price tag” at 12am on Monday night as loud as possible for all of Barbour to hear?? thank u, next",
2018-11-18T22:59Z,57,,false,does anyone have any information on where to get support to study abroad? I know I want to I just don’t know where to begin!! you are all so great thank you!,
2018-11-18T22:59Z,58,,false,Anyone here have Sephora Rouge membership? Im tryna get that discount on some cologne.,
2018-11-18T22:59Z,59,,false,"Genuine question: are parties thrown by specific ethnic/racial groups meant to be inclusive of everyone? I’m wondering if I should be more aware of my place as a non-POC in certain places that are meant to be for POC, aka I shouldn’t infringe upon specific spaces/events possibly meant for POC",
2018-11-18T22:59Z,60,,false,"Anyone else feeling jaded/disenchanted about Brown financially, socially and institutionally?",
2018-11-18T22:59Z,61,,false,People have been putting milk in tea this whole time and we’ve just been letting it happen?,
2018-11-18T22:59Z,62,,false,Change My Mind: Peppermint Mocha >>>> Pumpkin Spice,
2018-11-18T22:59Z,63,,false,I really appreciate the super crossed boys claiming to be lost and from URI who were in New Dorm B kitchen last night and stole $23 out of my wallet when I left to the bathroom. You left your $100+ speakers there for me to take! Thanks!,
2018-11-18T23:00Z,64,,false,"Just found out I failed a midterm - how do I deal?
I really put in a lot of effort into the class, too. I really did try my best :(",
2018-11-18T23:00Z,65,,false,Request to change the course title of CS33 to Introduction to CS Sophomore Slump: Part 1,
2018-11-18T23:00Z,66,,false,shoutout to the people being really fucking loud in the rock basement and also playing music,
2018-11-18T23:00Z,67,,false,Thanks to all my friends for simultaneously turning on me at once without even letting me speak. Really happy I put so much time into this group,
2018-11-18T23:00Z,68,,false,"Is it a smart idea to study abroad senior fall, or will I end up regretting it? I'm afraid of drifting apart from my friends while away and not having a good spring semester as a result.",
2018-11-18T23:00Z,69,,false,anyone wanna get high?,
2018-11-18T23:00Z,70,,false,"@BBA 2171: I think this post might be about me? If so, I feel the same way, except that in addition I feel guilty because it was indeed my choice. But I texted the person I'm thinking of a couple months ago saying that I'd changed my mind about saying hi, and I never heard back, so it's probably not about me.",
2018-11-18T23:01Z,71,,false,"I am looking for 
-A STEM guy
-Nice
-at least 5'8
That's all. please tag yourself",
2018-11-18T23:01Z,72,,false,To whomever stole the tiny pumpkin and bag of kitkats outside the door in Goddard: you are the scum of the Earth,
2018-11-18T23:01Z,73,,false,will all my baby daddies please stand up?,
2018-11-18T23:01Z,74,,false,"Why are people reacting to ""let's get this bread"" as if it's such an innovative thing? The phrase has been used in hip hop culture since, like, 20 years ago. It's not new!",
2018-11-18T23:01Z,75,,false,Why aren’t the ladies lining up for this modern gentleman even though I’m an engineering Sc.B. concentrator? Whatever; she’s the one missing out on these fortnite skills...,
2018-11-18T23:02Z,76,,false,What do international students do during Thanksgiving?,
2018-11-18T23:02Z,77,,false,"we had a thing a few years ago, and even though i've dated other people since then, i haven't had the same chemistry with any of them that i did with you. i really wish you couldve given me a reason to trust you",
2018-11-18T23:02Z,78,,false,"not sure where else to post this but how the fuck do I lose my virginity. coming from a really christian home in the south, i was taught to save myself for marriage but being here at brown has made me sort of reject that idea. That being said, I don’t want to go nuts and sleep with a bunch of different guys (of course if you want to do that, that’s great go for it!), and I also don’t really want my first time to be some random hook up. I’ve been close to doing it before, but I always chicken out and tell the guy I’d rather not tonight, but then later regret saying no in the moment. Its like I want to be with someone who gets where I’m coming from, and will sort of help me just get this over with but in an encouraging, understanding way. I just want to be more open to sex in my life and get rid of this stigma I had pent up inside myself, but because its such a “big step” I have no clue how to go about it. I should say, I’m not coming from a place were I feel “pressured” to lose my virginity. I’ve thought it through for myself and I don’t. I just want to jump that hurdle and be able to enjoy sex with the v word is out of the way. Any advice?",
2018-11-19T04:23Z,79,,false,how to study abroad when you are premed? i feel reqs breathing down my back. can i study abroad in the summer. advice yall,
2018-11-19T04:23Z,80,,false,hi does anyone know if there's going to be another latinx sweater this year? i wasn't able to get one last year ;(,
2018-11-19T04:23Z,81,,false,can we please stop supporting rapists on this campus,
2018-11-19T04:23Z,82,,false,Fuck education I just wanna be rich and powerful,
2018-11-19T04:23Z,83,,false,"You know what I'm tired of? Feeling like I'm the only one putting in the effort into 85% of my friendships. Just once I'd like someone else to invite me to a party, or ask me to grab lunch without me making the 1st move. Anyone in a similar situation that can help me out?",
2018-11-19T04:24Z,84,,false,"Dear Blueno,

I have spent a lot of time over the past months working on myself and I feel like I am in a great place: I have a healthy sleep schedule, a good work/life balance, healthy diet, I exercise regularly, have a good routine established, long-term goals, and I have a good group of friends. Now I am really just looking for a partner (girlfriend) to share that with, and with whom to continue to grow. Anyone interested in continuing this journey with me?",
2018-11-19T04:24Z,85,,false,why is BearBA still posting? Are people still submitting to them or are their posts old? Blueno all the way,
2018-11-19T04:24Z,86,,false,how do we know that these posts are anonymous,
2018-11-19T17:24Z,87,,false,"I never really stress this much about a potential relationship, but I just want this one to happen so badly. Any tips to help me stop stressing and just allow things to play out naturally?",
2018-11-19T17:24Z,88,,false,is this the krusty krab?,
2018-11-19T17:24Z,89,,false,"My neighbors are very sensitive to sound, and they have a good reason to be! What can I do to minimize my sound? I don’t want to stop having my 3am conversations because I really feel they’re part of the college experience but I also want to be fair to them. We aren’t yelling or (imo) too loud but it seems they are fairly light sleepers. I’d like to minimize my negative impact on their lives while still maintaining my ability to have the “full” college experience.",
2018-11-19T17:24Z,90,,false,honestly dear blueno should just be renamed to anina hitt's life advice at this point,
2018-11-19T17:25Z,91,,false,dear people who don't pay attention when i'm chopping your salad: you won't get croutons and i'm not sorry,
2018-11-19T17:25Z,92,,false,Hot take: the word “guys” is gender-neutral. I often say “hey guys” to a group of entirely women . fight me. words evolve. I’m from the northeast I feel fake as fuck when I say y’all. (Also not a man. or a woman. this is a voice from the gender minority biches),
2018-11-19T19:07Z,93,,false,"After being rejected twice from being a TA, I just hope that I would get some feedback as to where I messed up. It is really discouraging and I feel that I am not good enough :( it also sucks to see all your friends get in and you are the only one left behind",
2018-11-19T19:07Z,94,,false,"I keep hearing about my friends who like someone, but are too afraid to say something. PLEASE JUST GO FOR IT. make a move! What is the worst thing that is going to happen? Are you going to explode? Is Grey's Anatomy going to get canceled? Will the ratty become our only dinning hall? no, no, no. Then lets get to it.",
2018-11-19T23:53Z,95,,false,Do you ever meet someone and they literally have no personality but a ton of friends???? Like how??? I keep waiting for them to say or do something interesting but they’re bland as fuck and I’m so confused and bored around them,
2018-11-19T23:53Z,96,,false,Will they still like me after Thanksgiving break?,
2018-11-19T23:54Z,97,,false,"Dear Blueno,
I let myself get so obsessed with people that wouldn't be my friends that I forgot to cultivate my own personality and now I depress myself and the friends I did manage to make. Can you paint my green jealousy blue like you?",
2018-11-19T23:54Z,98,,false,How are everyone's sophmore slumps going?,
2018-11-19T23:54Z,99,,false,"Dear Blueno,
I'm so tired of constantly questioning my sexuality. I'm sick of always wondering if potential feelings I may have towards someone may mean that I don't actually have the right to self-identity as my sexuality. And I can't help but wonder if sometimes I'm ignoring or pushing away my thoughts and feelings in a bid to at least keep my sexual orientation as a constant in my life.",
2018-11-19T23:55Z,100,,false,"Dear Blueno,

I'm a sophomore who's trying to rebuild their social life after a really bad end of Freshman year. I wish I could have a bunch of really close friends like I did last November, but I know these things take time. I'm getting more involved next semester, maybe I can meet new people there, too.

Thanks to all of the new people in my life who've helped me get through the past few months. I'm not super close with any of you (yet?), but you're all just so fun to be around. You've made such a big difference to my mental health.

I don't know how to express this without coming across as a half-baked Hallmark card, but I'll say it anyway. You'll never know how much small acts of positivity can influence someone else's life.",
